url,recipe_name,rating,number_of_ratings,prep_time,cook_time,instructions,serving_count,protein,fiber,calories,fat,carbohydrates,sodium
https://www.budgetbytes.com/bbq-bean-sliders/,BBQ Bean Sliders,4.86,34,15 minutes,15 minutes,"1. Dice the onion and mince the garlic. Add the onion, garlic, and olive oil to a large skillet and cook over medium heat until the onion is soft and translucent (about 5 minutes).
2. Rinse and drain the pinto and black beans in a colander. Add the drained beans, BBQ sauce, and smoked paprika to the skillet with the onions and garlic. Stir to combine and then cook over medium-low heat until warmed through (stir occasionally).
3. While the beans and BBQ sauce are heating, prepare the creamy coleslaw. Add the cabbage coleslaw mix to a large bowl. Slice the green onions and add them to the bowl with the cabbage.
4. In a separate small bowl, make the dressing for the slaw. Stir together the mayonnaise, honey, Dijon, vinegar, salt, and pepper until smooth. Add the dressing to the bowl with the slaw mix and green onions, then stir to combine.
5. To make the sliders, add a heaping 1/2 cup of BBQ beans to each bun, then top with 1/2 cup of the slaw. Enjoy!",4,14.8,16,598.6,25.5,84.4,2583.1
https://www.budgetbytes.com/bbq-beef-and-cabbage/,BBQ Beef and Cabbage,4.64,30,10 minutes,20 minutes,"1. Add the olive oil and ground beef to a large skillet and cook over medium heat. Begin to break up the beef as it browns.
2. While the beef is browning, finely dice the onion. Add the onion, paprika, garlic powder, and salt to the skillet with the ground beef and continue to cook over medium heat until the onions are soft.
3. While the onions and beef are cooking, finely shred the cabbage. Once the onions are soft, add 1/4 cup water to the skillet and stir to dissolve any browned bits off the bottom of the skillet. Add the shredded cabbage and stir to combine. Place a lid on the skillet and let simmer for about 5 minutes, stirring occasionally, until the cabbage has wilted.
4. Add the tomato sauce, vinegar, brown sugar, Worcestershire sauce, and Dijon to the skillet. Stir to combine and let simmer a few more minutes without the lid, or until the liquid in the skillet has reduced slightly. Taste the sauce and add more salt if needed (I added 1/4 tsp).
5. Finally, top the beef and cabbage with the shredded cheddar, place the lid back on the skillet for 1-2 minutes, or until the cheese has melted. Top with sliced green onions then serve.",3,24,4,314,15,22,1241
https://www.budgetbytes.com/bbq-beef-stuffed-potatoes/,bbq beef stuffed potatoes,4.75,4,5 minutes,1 hour,"1. Preheat the oven to 400 degrees. Wash the potatoes well and then dry them off with a clean dish towel. Prick the potatoes several times on all sides with a fork. Rub about a half teaspoon of vegetable oil over the surface of each potato and then sprinkle lightly with salt. Place the potatoes on a baking sheet covered with foil and bake for one hour or until the potatoes are tender all the way through (test the tenderness by squeezing the potato with an oven mitt or clean dish towel to protect you from the heat).
2. While the potatoes are baking, thaw and reheat your shredded beef. Mix 1/4 cup of your favorite BBQ sauce in with the shredded beef. Thinly slice the green onion.
3. Once the potatoes are finished cooking, slice each one lengthwise from end to end. Use a dish towel or oven mitt to protect your hands and push each end of the potato in toward the center to make it pop open. Pile half of the BBQ beef into each potato and top with about 2 tablespoons of shredded cheese. Return the potatoes to the still warm oven for a few minutes, or until the cheese is melted.
4. Once the cheese is melted, drizzle about one tablespoon of BBQ sauce over top of each potato and then sprinkle with green onions. Place of dollop of sour cream on top of each and enjoy!",2,90.5,6.05,1058.05,37.95,84.7,3083.05
https://www.budgetbytes.com/bbq-black-bean-pizzas/,BBQ Black Bean Pizzas,4.8,15,5 minutes,10 minutes,"1. Preheat the oven to 400 degrees. Place the tortillas on a wire cooking rack and transfer the rack into the oven. Bake for 5 minutes, or until the tortillas have stiffened slightly, but are not yet crisp. If making more than two pizzas at once, you'll need to do this in batches.
2. While the tortillas are pre-baking, thinly slice the red and green onions. Leave the tortillas on the cooling rack while adding the toppings. Top each pizza with 1-1.5 tablespoons of BBQ sauce, 1/4 cup of black beans (well drained), 1/4 cup shredded cheese, and a light sprinkle of both red and green onions.
3. Transfer the cooling rack and topped pizzas back into the oven for an additional 5 minutes, or until the edges are golden brown and crispy, and the cheese is melted and bubbly. The tortillas might still be slightly soft after five minutes, but will crisp up after removing them from the oven.",8,17.66,8.24,428.66,17.1,50.2,1748.63
https://www.budgetbytes.com/bbq-chicken-burrito-bowls/,BBQ Chicken Burrito Bowls,4.94,15,20 minutes,NA,"1. Chop or shred the chicken breast and mix with 2-3 tablespoons of BBQ sauce until the meat is well coated.
2. Drain and rinse the black beans. Cut the zucchini into small cubes (1/4-1/2″), shred the pepper jack, slice the green onions, and pit and slice the avocado.
3. To build the bowls, place 1 cup cooked rice in the bottom of each bowl. Divide the chicken, beans, corn, zucchini, shredded cheese, green onions, and avocado slices equally among all four bowls. Drizzle one more tablespoon of BBQ sauce over top and serve, or refrigerate until ready to eat.",4,31.45,15.3,637.45,19.9,83.95,2202.3
https://www.budgetbytes.com/bbq-chicken-kebabs/,BBQ Chicken Kebabs,5,6,30 minutes,30 minutes,"1. Cut the red onions into 1-inch squares. Place the red onion in a bowl, drizzle with 1 Tbsp cooking oil, and toss to coat.
2. Cut the pineapple into 1-inch cubes.
3. Cut the chicken breast into 1-inch cubes, then place the chicken pieces in a bowl. Drizzle 1 Tbsp cooking oil on top, then add the smoked paprika, sweet paprika, garlic powder, salt, and pepper. Toss the chicken until it is well coated in oil and spices.
4. Build your kebabs by adding pineapple, onion, and chicken to skewers, alternating as you go. I got ten skewers, but the yield will vary depending on the length of your skewers and size of your pieces.
5. Heat a grill or grill pan over medium. Once hot, add the kebabs and cook for a few minutes on each side.
6. When the kebabs are almost cooked through, brush them on all sides with BBQ Sauce. Cook the chicken kebabs for a minute or two more on each side, or until the chicken is cooked through and the BBQ sauce is slightly caramelized.
7. Sprinkle the sliced green onions over top just before serving.",5,27,4,346,9,41,553
https://www.budgetbytes.com/bbq-chicken-pizza/,BBQ Chicken Pizza,5,7,10 minutes,20 minutes,"1. In a small bowl, combine the smoked paprika, garlic powder, salt, and pepper. Season both sides of the chicken breast with the spices.
2. Heat a skillet over medium. Add the cooking oil and swirl to coat the surface of the skillet. Add the seasoned chicken breast and cook for about 5-7 minutes on each side, or until cooked through (internal temperature of 165ºF). Transfer the chicken to a clean cutting board.
3. Let the chicken rest for about 5 minutes, then chop into small pieces. Add ¼ cup BBQ sauce to the chopped chicken, and stir to coat the chicken in the sauce.
4. Preheat the oven to 450ºF. Place the prepared pizza dough or crust on a pizza pan, then spread about ½ cup BBQ sauce over the surface.
5. Add the cheese, BBQ chicken, sliced jalapeños, and sliced onion to the pizza.
6. Bake the pizza for 10-12 minutes, or until the crust and cheese are golden brown. Slice into 8 pieces and serve.",4,30.83,2.28,532.88,20,54.03,2640.13
https://www.budgetbytes.com/bbq-ribs/,BBQ Ribs,4,3,10 minutes,2 hours,"1. Place an oven rack in the center of the oven and preheat it to 300°F. Trim the ribs, removing excess fat. Trim the thicker end to even out the thickness. (Cook the trimmed meat with the ribs as a cook's bonus.) Turn the ribs over and remove the silvery membrane from the back of the ribs.
2. Line a sheet pan that's at least 2 inches deep with heavy-duty aluminum foil and place a wire cooling rack in it. If you do not have a cooling rack, crumple a long sheet of aluminum and roll it into a rack-sized donut that is at least 2 inches thick. Place the trimmed ribs on the rack. Pat off any excess moisture with a paper towel.
3. Make a rub by mixing salt, pepper, garlic powder, onion powder, smoked paprika, brown sugar, cayenne, ground mustard, and melted butter.
4. Rub the seasoning generously all over the meaty top of the ribs in a thick layer.
5. Pour chicken broth into the sheet pan, being careful not to pour it on the ribs. Place the sheet pan in the oven. Lower the temperature to 250°F. Bake uncovered for 30 minutes.
6. Cover the ribs in aluminum foil and bake for 60 minutes, rotating the sheet pan midway through.
7. Remove the aluminum foil and brush the ribs with 1 cup of bbq sauce. Bake for an additional 30 minutes or until tender. Every rack is different. The ribs are ready when a fork can easily pull the meat off the bone.
8. Turn the heat in the oven on broil. Brush the ribs with an additional 1/2 cup of bbq sauce and place under the broiler for a few minutes, just until a little char develops. Remove the ribs from the oven and rest for 15 minutes. Cut the ribs to your desired size, serve, and try not to lick your fingers!",4,40,2,987,69,51,3208
https://www.budgetbytes.com/bbq-tofu-sliders/,BBQ Tofu Sliders,4.76,53,10 minutes,10 minutes,"1. OPTIONAL: Freeze the tofu at least a day before, then thaw before pressing. This gives the tofu a more firm and less jelly-like texture.
2. Remove the tofu from the package and place it on a baking sheet. Place a cutting board or a smaller baking sheet on top, then place something heavy on top, like a pot full of water, or a cast iron skillet. Allow the tofu to press for about 30 minutes to remove excess water. (If you previously froze the tofu, you can press for about half the time because the water comes out much more quickly.)
3. Once pressed, transfer the tofu to a cutting board and roughly chop into random 1/2-inch sized pieces. Place the chopped tofu in a bowl.
4. In a separate small bowl, stir together the smoked paprika, garlic powder, salt, and some freshly cracked pepper. Sprinkle this over the tofu, then gently stir the tofu until it is coated in the spices.
5. Add 1 tsp cornstarch to the tofu and gently fold until coated. Repeat two more times until 1 Tbsp cornstarch total has been added to the tofu.
6. Heat 2 Tbsp cooking oil in a large non-stick skillet over medium heat (cast-iron or teflon, your choice). Once the oil is very hot, add the tofu to the skillet. Let the tofu cook, stirring only occasionally, for about ten minutes, or until it appears firm and darkened on the outside edges.
7. Remove the tofu from the heat, add the 1/4 cup BBQ sauce, and stir to coat.
8. While the tofu is cooking, prepare the simple coleslaw. In a medium bowl stir together the mayonnaise, honey, Dijon, vinegar, salt, and pepper. Add the shredded cabbage coleslaw mix, then stir until it is coated in the dressing.
9. To serve the sliders, scoop about 1/3 of the BBQ tofu onto each bun, then drizzle each with an extra tablespoon of BBQ sauce. Finish each slider off with a heaping scoop of the simple coleslaw and finally, the top half of the bun. Enjoy!",3,19.4,3.97,612.1,41.13,43.07,2593.83
https://www.budgetbytes.com/beef-and-cabbage-soup/,Beef and Cabbage Soup,4.95,50,10 minutes,50 minutes,"1. Finely dice the onion and mince the garlic. Add both to a large soup pot with the olive oil and sauté over medium heat until the onions are soft (about 5 minutes). Add the ground beef and continue to sauté until browned. If using a higher fat content beef, drain the fat once the beef has browned.
2. Add the shredded cabbage, stewed tomatoes (with juices), oregano, basil, some freshly cracked pepper (I like it peppery, so about 20 cranks of a pepper mill), the beef broth and Worcestershire sauce. Stir everything to combine.
3. Place a lid on the pot, turn the heat up to high, and let it come to a boil. Once boiling, turn the heat down to low and allow it to simmer for about 30 minutes, or until the cabbage is very soft.
4. Taste the soup and add salt if needed (I did not add salt, but you may need to depending on the type of broth you use). Use a spoon to break any larger pieces of tomato into smaller pieces. Squeeze about 1 Tbsp of lemon juice into the soup and add a handful of chopped fresh parsley. Stir to combine, taste once more and make adjustments if needed, then serve.",6,18.57,3.67,284.95,16,17.43,1219.77
https://www.budgetbytes.com/beef-and-tomato-rice-bowl/,Beef and Tomato Rice Bowl,4.74,15,5 minutes,30 minutes,"1. Set a deep stainless steel skillet over medium-high heat and add the cooking oil. Once the oil has warmed, add the ground beef and sprinkle it with a 1/2 teaspoon salt. Once the beef has browned, remove it from the pan and set aside. Keep about 2 tablespoons of rendered fat in the pan.
2. Add the diced onion to the pan and cook until translucent, about 2 minutes. Add the minced garlic to the pan and cook until fragrant, about 1 minute.
3. Add the beef back to the pan with oregano, ground cumin, and Worcestershire sauce. Top the meat with the diced tomatoes and their juices. Stir to combine.
4. Add the chicken broth and drained chickpeas to the beef mixture. Sprinkle with 1/4 teaspoon salt and stir to combine. Cover the pan and cook until the chickpeas soften, about 15 to 20 minutes.
5. While the beef mixture cooks, add the rice to a rice cooker, along with the water, salted butter, and remaining 1 teaspoon of salt.
6. When the beef and tomato mixture finishes cooking, sprinkle with red pepper flakes. Divide the rice into four bowls and top with the beef mixture. Enjoy!",4,17,2,612,25,78,1245
https://www.budgetbytes.com/beef-burrito-casserole/,Beef Burrito Casserole,4.66,47,10 minutes,40 minutes,"1. Preheat the oven to 350ºF. Add the cooking oil, beef, garlic, and a pinch of salt to a skillet. Cook the beef over medium heat until fully browned. Drain the excess fat, if necessary.
2. Rinse and drain the canned beans in a colander. Slice the green onions. Add the beans, half of the green onions, cooked rice, browned beef, salsa, and chili powder to a large bowl. Stir to combine.
3. Coat a 3 quart casserole dish with non-stick spray. Spread half of the rice and beef mixture into the bottom of the casserole dish. Add small dollops of the cream cheese evenly across the surface, then cover with the remaining rice and beef mixture.
4. Cover the dish with foil to prevent the rice from drying out while baking, and bake for 25 minutes in the preheated oven. After 25 minutes, remove the foil and top with the shredded cheddar cheese. Bake for an additional 5-10 minutes, or until the cheese is melted. Top with the remaining sliced green onions just before serving.",6,19.93,7.77,429.93,20.78,48.28,1136.87
https://www.budgetbytes.com/beef-kofta-meatballs-with-roasted-vegetables/,Beef Kofta Meatballs with Roasted Vegetables,4.93,64,15 minutes,40 minutes,"1. Preheat the oven to 425ºF. Dice the zucchini and yellow squash. Reserve 1/4 of the red onion for the meatballs and cut the remaining 3/4 into 1-inch slices. Place the chopped zucchini, squash, onion, and grape tomatoes on a large baking sheet.
2. Drizzle the olive oil over the vegetables, then add the garlic powder, oregano, salt and pepper. Use your hands to toss the vegetables in the oil and spices until they are evenly coated. Spread the vegetables out evenly over the baking sheet, then transfer them to the oven.
3. Roast the vegetables in the oven for 40 minutes, or until they are wilted and browned on the edges, stirring once half way through.
4. While the vegetables are roasting, prepare the meatballs. Mince the remaining 1/4 red onion. Add the ground beef, red onion, minced garlic, chopped parsley, oregano, cumin, cloves, cinnamon, and salt to a bowl. Mix the ingredients together until they are well combined.
5. Shape the meat mixture into 16 ping pong sized meatballs. This is a good time to begin cooking your rice so that it’s finished at the same time as the meatballs and vegetables.
6. Heat a large non-stick or cast iron skillet over medium heat. Once hot, 1 Tbsp cooking oil and swirl to coat the surface of the skillet. Add half of the meatballs and cook on each side until well browned (about 7 minutes total). Be careful as you turn the meatballs, as they can be quite delicate. If it’s easier, you can flatten them into mini patty shapes. Transfer the cooked meatballs to a clean plate, add more oil to the skillet, and cook the second batch in the same manner.
7. Once the meatballs are cooked and the vegetables have finished roasting, it’s time to assemble the meal. Place about 1 cup cooked rice on each plate or container, add 1/4 of the roasted vegetables, then top with four of the beef kofta meatballs. Top with a little more chopped parsley and enjoy!",4,27,4,672,38,56,674
https://www.budgetbytes.com/beef-mushroom-country-casserole/,Beef & Mushroom Country Casserole,4.79,23,10 minutes,45 minutes,"1. Cook the noodles according to the package directions, but until slightly less done. The noodles will further cook while the casserole bakes. Once cooked, drain the noodles and set it aside.
2. While the noodles are cooking, finely dice the onion and slice the mushrooms.
3. Add the cooking oil and ground beef to a large skillet. Cook over medium heat until the beef is fully browned. If using a higher fat content beef, drain off the excess fat before continuing.
4. Add the diced onion, sliced mushrooms, garlic powder, salt, and some freshly cracked pepper to the skillet. Continue to sauté over medium heat until the mushrooms are soft and the onions are transparent. Add the tomato sauce and Worcestershire sauce to the beef and mushroom mixture. Stir to combine, then simmer for a few minutes, or until it thickens slightly.
5. Preheat the oven to 350 degrees. Return the drained noodles to the pot they were boiled in (heat turned off) and add the beef and tomato mixture, diced tomatoes (drained), sour cream, half of the shredded cheddar, and half of the green onions. Stir to combine and then transfer the mixture to a 9×13 inch casserole dish.
6. Top the casserole with the remaining shredded cheese, then bake in the preheated oven for 30 minutes, or until it is bubbling around the edges and the top is starting to brown just slightly. After removing from the oven, sprinkle the remaining green onions over top.",6,24.62,3.02,525.38,29.03,42.77,907.83
https://www.budgetbytes.com/beef-pineapple-enchiladas/,Beef & Pineapple Enchiladas,4.78,18,10 minutes,50 minutes,"1. Slice the jalapeño lengthwise and scrape out the seeds with a spoon. Cut off the stem and dice the remaining parts of the pepper. Mince the garlic. Sauté the jalapeño and garlic with cooking oil in a large skillet over medium heat for one to two minutes, or until the garlic is soft.
2. Add the ground beef to the skillet and continue to sauté until it is fully browned. Drain and rinse the black beans, then add them to the skillet along with the chili powder and salt. Stir to combine and heat through.
3. Drain the pineapple chunks, then roughly chop them into smaller pieces (save the remaining half of the can for another use). Slice the green onions. Pull the cilantro leaves from the stems and give them a rough chop. Turn the heat under the skillet off, then stir in the pineapple, green onions, and cilantro.
4. Preheat the oven to 375 degrees. To make the enchilada sauce, combine the vegetable oil, flour, and chili powder in a medium pot. Turn the heat on to medium and whisk the ingredients together. Once the mixture begins to bubble, continue to whisk and cook for one minute. Add the water, tomato paste, cumin, garlic powder, cayenne, cocoa, and salt. Whisk to combine and allow the mixture to come up to a simmer, at which point it will thicken. Turn the heat off.
5. To make the enchiladas, warm the tortillas in the microwave, 4-6 at a time, covered with a damp paper towel. Fill each tortilla with about 3 tablespoons of the beef mixture, then roll it up. Place the filled and rolled enchiladas in a casserole dish, seam side down. Repeat until all of the filling is used (makes about 12 6-inch enchiladas, or 8 8-inch enchiladas).
6. Pour the sauce over top and bake in the preheated 375 degree oven for 30 minutes, or until the edges of the tortillas are crispy and the sauce is bubbling.",4,27.28,18.18,525.43,17.65,70.33,1330.43
https://www.budgetbytes.com/beef-ragout-with-mashed-cauliflower/,beef ragout with mashed cauliflower,4.88,8,5 minutes,1 hour,"1. To make the mashed cauliflower, bring a large pot of water to a rolling boil over high heat. While the water is heating, remove the stem from the cauliflower and cut it into florets. Once the water begins to boil, add the cauliflower and continue to the boil it for about 10 minutes, or until it is very tender.
2. Save about 1/2 cup of the cauliflower cooking water, and then drain the rest in a colander. Return the drained cauliflower to the pot with the heat turned off. Add the butter, chicken base, and one clove of minced garlic. Mash the cauliflower using a potato masher or an immersion blender, adding back some of the reserved cooking water if the moisture becomes dry. Season with salt and pepper to taste.
3. To make the ragout, dice the onion and mince the garlic. Add both to a large pot along with the olive oil. Saute the onion and garlic over medium-low heat for 3-5 minutes, or until tender. Add the tomato paste and continue to stir and cook the mixture for about five minutes (this will slightly caramelize the sugars in the tomato paste).
4. Stir the wine or beef broth into the tomato paste mixture. Add the diced tomatoes (with juices), basil, oregano, bay leaf, soy sauce, and brown sugar.
5. Thaw your shredded beef (if frozen) and drain off the cooking liquids. Add the shredded beef to the pot and stir everything together. Allow the mixture to come up to a light simmer and let it cook for 30 minutes, stirring occasionally. Finally, taste the sauce and add salt as needed (I added about 1 tsp, but start with 1/2 tsp).",6,21.12,7.18,281.82,11.9,22.48,1107.65
https://www.budgetbytes.com/beer-braised-collard-greens/,Beer Braised Collard Greens,5,NA,10 minutes,2 hours,"1. Chop the onion and mince the garlic. Cook both in a large pot with olive oil over medium heat until softened.
2. If you are using fresh collard greens, they will need to be washed, stems removed and cut into 2 inch pieces. I used pre-washed and chopped, bagged collard greens (the fresh bunches didn’t look so hot that day).
3. Add the beer, bouillon cube, water, collard greens, brown sugar, red pepper flakes and black pepper to the pot. Place a lid on top and allow the pot to come to a boil.
4. Once the pot begins to boil, the collards will have wilted enough to give it all a stir without everything spilling out. Stir everything up good then place the lid back on top, reduce the heat to low and let simmer until the collards are to the desired tenderness (I simmered for two hours). Stir every 15 minutes or so.",6,3.05,3.38,111.12,5.2,10.82,375.17
https://www.budgetbytes.com/best-egg-recipes/,Tortilla Baked Eggs,4.54,266,5 minutes,25 minutes,"1. Preheat the oven to 350ºF. Brush the inside of a round, 7-inch diameter oven safe dish* with olive oil. Press the tortilla down into the dish so that the edges of the tortilla are folded up the sides of the dish (see step by step photos below).
2. Roughly chop the spinach then add it to the bottom of the tortilla. Crack the four eggs into the tortilla on top of the spinach. Add a pinch of salt and pepper on top of the eggs.
3. Slice the grape tomatoes in half, then sprinkle them over the eggs. Finally, top with shredded cheese.
4. Bake the egg filled tortilla in the oven for 20-25 minutes, or until the whites are set and the yolks are still jammy. You can shake the dish to see if the whites still jiggle or if they are set. Baking time may vary depending on the size of your tortilla and number of eggs used.
5. Remove the tortilla baked eggs from the oven and slide them out of the dish. Slice into four pieces, then serve!",2,18.6,2.45,320.55,20.35,15.55,618.95
https://www.budgetbytes.com/bibimbap-ultimate-bowl-meal/,Bibimbap – The Ultimate Bowl Meal,4.78,66,15 minutes,20 minutes,"1. If your rice is not already cooked, begin that first and prepare the rest of the bowl ingredients as the rice cooks. You’ll need 4 cups cooked rice.
2. Prepare the sautéed spinach next. Heat a large skillet over medium flame and add the cooking oil. Swirl to coat the skillet, then add the fresh spinach. Sauté the spinach for a few minutes, or just until it is wilted. Drizzle the sesame oil over top and season lightly with a pinch of salt. Remove the spinach from the skillet to a clean bowl.
3. Add the ground beef to the skillet used to cook the spinach. Cook the beef until fully browned, then add the chili garlic sauce, soy sauce, and brown sugar. Stir and cook for about one minute, or until everything is evenly mixed and the beef is coated in sauce. Turn the heat off.
4. Prepare the fresh vegetables. Peel and grate the carrot using a large holed cheese grater. Thinly slice the cucumber, and slice the green onions.
5. Fry or soft boil 4 large eggs (Or however many bowls you plan on eating immediately. If meal prepping, cook the egg fresh each day.)
6. Build the bowls by first adding 1 cup cooked rice to the bowl, followed by 1/4 of the cooked spinach, 1/4 of the ground beef, some sliced cucumber, shredded carrots, a cooked egg, an a tablespoon or so of kimchi. Sprinkle sliced green onions and sesame seeds over top. There are no hard measurements needed for each ingredient per bowl, just divide the ingredients evenly or as you see fit.",4,12.58,3.13,327.55,11.45,20.83,1003.28
https://www.budgetbytes.com/big-kale-pasta-salad/,BIG Kale Pasta Salad,4.9,19,20 minutes,10 minutes,"1. Make the vinaigrette first. Whisk together the olive oil, balsamic vinegar, mayonnaise, Dijon, minced garlic, basil, salt, and pepper in a bowl until smooth and creamy. Set the dressing aside.
2. Bring a pot of water to a boil for the pasta. Once boiling, add the pasta and boil until tender (7-8 minutes). Drain the pasta in a colander and allow it to cool.
3. Add the kale to a large bowl. Drizzle ⅓ of the prepared balsamic dressing over the kale and then use your hands to massage the dressing into the kale. Massage the kale for 3-5 minutes, or until it has wilted to half its volume.
4. Slice the grape tomatoes in half, thinly slice the red onion, and rinse and drain the chickpeas.
5. Add the drained and cooled pasta to the bowl with the kale, along with the tomatoes, onions, chickpeas, and Parmesan.
6. Pour the rest of the dressing over top, then stir the salad until everything is evenly combined and coated in dressing. Add salt and pepper to taste, then serve.",6,10,4,355,19,37,316
https://www.budgetbytes.com/black-bean-burgers/,Homemade Black Bean Burgers,4.82,50,30 minutes,15 minutes,"1. Rinse and drain the canned black beans. Add the black beans to a food processor along with the red onion, garlic, cilantro, sriracha, mayonnaise, cumin, soy sauce, and pepper. Pulse the ingredients until they are evenly mixed, but still slightly chunky.
2. Transfer the black bean mixture to a bowl and add one large egg and 1 cup breadcrumbs. Stir the ingredients together until they're evenly combined. Let the mixture sit for about 5 minutes.
3. Divide the black bean mixture into six equal portions, then shape each portion into a patty, about 3.5 inches in diameter, ½-inch thick.
4. To cook the black bean burgers, heat 1Tbsp cooking oil in a skillet over medium heat. Once the oil is hot, add a few of the black bean burgers and cook for about 4-5 minutes on each side, or until they are well browned and heated through. Repeat with more oil and the rest of the patties until they're all cooked.
5. Place each patty in a bun, add your favorite toppings, and enjoy!",6,16.23,15.33,334.88,7.98,49.75,942.65
https://www.budgetbytes.com/blackened-cabbage-chipotle-mayo/,Blackened Cabbage with Chipotle Mayo,4.77,21,5 minutes,20 minutes,"1. Begin heating a 10″ or larger cast iron skillet over medium-high heat. Allow it to preheat, before adding the oil, for at least five minutes.
2. Remove any damaged leaves from the cabbage and rinse it well. Cut it in half, then cut one of the halves into four wedges. Leave the core intact (cut off the very end if it is dirty or damaged). Reserve the second half for a different recipe.
3. Once the cast iron skillet is fully heated, add 1-2 Tbsp of oil and swirl to coat the surface of the skillet. Add the cabbage wedges to the skillet, making sure that each piece is laying flat on the surface of the skillet. Season the pieces with a pinch of salt and pepper. Let the cabbage cook undisturbed for about 7 minutes, or until the bottom side is well blackened.
4. Flip the cabbage and season the second side with a pinch of salt and pepper. Let cook undisturbed on the second side for about 7 minutes, or until well blackened. The skillet may be smoking, so be sure to turn on your vent hood.
5. Once the cabbage pieces have a good amount of black on each side, turn off the heat, place a lid on the skillet, and let it steam until the cabbage (including the core) is tender (5-7 minutes).
6. While the cabbage is cooking, prepare the chipotle mayo by combining the mayonnaise, chipotle powder, garlic powder, salt, lemon juice, and olive oil in a bowl. Set the chipotle mayo aside until ready to use. Once the cabbage is tender, place a wedge on each plate and drizzle the chipotle mayo over top.",4,2.3,4.45,235.1,21.55,11.55,331.68
https://www.budgetbytes.com/blackened-salmon-with-zucchini/,Blackened Salmon with Zucchini,4.75,20,10 minutes,20 minutes,"1. Combine the spices for the Cajun seasoning in a bowl (smoked paprika, thyme, oregano, cumin, cayenne, garlic powder, onion powder, salt, pepper).
2. Remove the skin from the salmon, then cut it into four equal-sized portions (if not already cut). Generously coat all sides of the fish in the prepared Cajun seasoning.
3. Slice the zucchini into half-rounds and set aside.
4. Add the butter and cooking oil to a skillet and heat over medium-high. When the skillet is hot and the butter is melted and foaming, add the salmon pieces. Cook the salmon for 5-7 minutes on each side, or until a dark brown crust forms and the salmon is cooked through*.
5. Remove the cooked fish to a clean plate. Add the sliced zucchini to the skillet in its place. Quickly sauté the zucchini in the residual butter and spices until it is tender. Serve the salmon and zucchini immediately.",4,31.48,2.3,323.63,19.3,6.35,405.18
https://www.budgetbytes.com/blackened-shrimp-pasta/,Blackened Shrimp Pasta,4.77,52,10 minutes,20 minutes,"1. In a small bowl, combine the herbs and spices for the blackening seasoning. Rinse the shrimp under cool water, drain, and then pat dry with a paper towel. Sprinkle the blackening seasoning over the shrimp and stir to coat.
2. Bring a large pot of water to a boil for the pasta. Once boiling, add the pasta and cook until tender (7-10 minutes). Reserve about 1 cup of the starchy pasta water, then drain the pasta in a colander.
3. While the pasta is cooking, mince the garlic and add it to a large skillet with the butter. Heat the butter and garlic over a medium flame until the butter starts to foam and sizzle. Continue to sauté the garlic in the sizzling butter for about one minute. Add the shrimp and sauté until they are opaque and slightly firm (3-5 minutes), then remove them from the skillet.
4. Add the diced tomatoes (with juices) and about 1/2 cup of the pasta water to the skillet. Stir and cook over medium heat, dissolving the browned bits from the bottom of the skillet. Let the sauce simmer for 5-10 minutes, or until thickened slightly. Taste the sauce and add salt if needed (I added 1/4 tsp salt).
5. Add the cooked and drained pasta to the skillet and toss with the sauce (add some of the remaining reserved pasta water, if needed, to loosen the pasta). Return the shrimp to the skillet and stir to combine.
6. Slice the green onions and chop the parsley leaves. Sprinkle both over top. Serve with sliced lemon to squeeze over top.",4,20.35,3.7,356.3,7.9,49.93,839.38
https://www.budgetbytes.com/blackened-shrimp-tacos/,Blackened Shrimp Tacos,4.93,63,30 minutes,10 minutes,"1. To prepare the coleslaw dressing, mix together the mayonnaise, honey, Dijon, red wine vinegar, salt, and some freshly cracked pepper in a bowl. Place the coleslaw mix and sliced green onions in a bowl and add about 3/4 of the dressing. Stir until everything is coated in dressing, then add more dressing if desired. Refrigerate the slaw until ready to serve.
2. To prepare the smoky garlic lime sauce, stir together the mayonnaise, garlic powder, smoked paprika, and the juice from half a lime (about 1 Tbsp) in a small bowl. Save the other half of the lime to serve as wedges with the finished tacos.
3. Heat a dry skillet over medium heat. Once the skillet is hot, toast the tortillas on each side until browned on the edges. Place the toasted tortillas on stacked on a plate and covered with a towel until ready to serve.
4. Prepare the blackening seasoning by stirring together the smoked paprika, thyme, oregano, cumin, cayenne, garlic powder, onion powder, salt, and freshly cracked pepper in a bowl. Pour the seasoning over the shrimp and stir until the shrimp are coated.
5. Add the butter and minced garlic to a large skillet. Cook over medium heat for about one minute, or until the garlic is fragrant and slightly softened. Add the seasoned shrimp and sauté just until the shrimp is firm (about 3-5 minutes). Remove the skillet from the heat to prevent over cooking the shrimp.
6. To serve the tacos, place about 1/4 cup coleslaw in each tortilla, top with 3 shrimp, a drizzle of the smoky garlic lime sauce, and a few sliced green onions. Squeeze a wedge of fresh lime over top.",6,10.38,3.77,303.9,21.83,19.32,740.63
